class,age,male,female
0,0 to 1,1610.2,1503.67
1,1 to 5,6305.46,5878.1
10,10 to 15,7375.93,6919
15,15 to 20,6705.1,6774.57
20,20 to 25,6849.91,7117.18
25,25 to 30,7203.38,6835.06
30,30 to 35,6772.2,6288.2
35,35 to 40,6090.47,5695.84
40,40 to 45,5490.9,5378.62
45,45 to 50,5056.04,4717.3
5,5 to 10,7774.78,7318.87
50,50 to 55,4205.96,4221.27
55,55 to 60,3640.7,3470.63
60,60 to 65,2930.39,2894.71
65,65 to 70,1889.85,1844.35
70,70 to 75,1096.63,1304.78
75,75 to 80,648.25,770.2
80,80 and over,519.22,603.21
