class,age,male,female
0,0 to 1,955.41,846.38
1,1 to 5,3741.33,3308.65
10,10 to 15,5490.97,5196.91
15,15 to 20,5428.23,5289.05
20,20 to 25,5379.35,4935.14
25,25 to 30,5062.28,4898.76
30,30 to 35,4720.76,4765.57
35,35 to 40,4368.63,4481.7
40,40 to 45,4053.52,3996.56
45,45 to 50,3568.69,3407.89
5,5 to 10,5022.47,4527.05
50,50 to 55,2985.02,3221.15
55,55 to 60,2599.38,2735.81
60,60 to 65,2326.86,2511.18
65,65 to 70,1728.27,1735.37
70,70 to 75,1105.19,1239.47
75,75 to 80,676.35,703.85
80,80 and over,526.3,614.36
