class,age,male,female
0,0 to 1,358.81,333.36
1,1 to 5,1405.08,1303.17
10,10 to 15,1769.64,1684.78
15,15 to 20,1476.56,1470.28
20,20 to 25,1387.99,1384.82
25,25 to 30,1442.59,1377.34
30,30 to 35,1439.42,1432.82
35,35 to 40,1409.2,1331.65
40,40 to 45,1256.99,1236.86
45,45 to 50,1118,1088.81
5,5 to 10,1750.5,1630.24
50,50 to 55,966.96,974.43
55,55 to 60,821.69,876.61
60,60 to 65,759.81,784.07
65,65 to 70,488.55,531.03
70,70 to 75,280.75,364.7
75,75 to 80,155.43,223.79
80,80 and over,129.76,176.17
