class,age,male,female
0,0 to 1,1278.81,1118.03
1,1 to 5,5007.74,4370.56
10,10 to 15,7241.29,6943.22
15,15 to 20,7048.77,6951.3
20,20 to 25,6948.94,6356.91
25,25 to 30,6535.21,6247.22
30,30 to 35,6050.58,6111.24
35,35 to 40,5624.72,5691.79
40,40 to 45,5205.99,5107.76
45,45 to 50,4585.59,4322.04
5,5 to 10,6649.7,5970.66
50,50 to 55,3835.91,4071.64
55,55 to 60,3408.65,3386.1
60,60 to 65,2924.67,2982.04
65,65 to 70,2078.37,2029.64
70,70 to 75,1433.94,1578.19
75,75 to 80,926.91,933.05
80,80 and over,766.76,831.48
