class,age,male,female
0,0 to 1,1027.55,938.59
1,1 to 5,4023.82,3669.1
10,10 to 15,5330.63,5086.66
15,15 to 20,5383.79,5213.83
20,20 to 25,5489.71,5274.51
25,25 to 30,5416.99,5081.55
30,30 to 35,5025.71,4814.14
35,35 to 40,4727.81,4388.64
40,40 to 45,4187.63,4042.78
45,45 to 50,3839.22,3522.54
5,5 to 10,5121.51,4735.87
50,50 to 55,3085.82,3044.63
55,55 to 60,2727.15,2431.99
60,60 to 65,1984.06,2032.04
65,65 to 70,1376.96,1421.89
70,70 to 75,849.43,916.44
75,75 to 80,485.48,558.68
80,80 and over,388.47,434.6
