class,age,male,female
0,0 to 1,772.53,682.12
1,1 to 5,3025.2,2666.52
10,10 to 15,4204.43,3774.16
15,15 to 20,4670.29,4288.6
20,20 to 25,5141.16,4700.39
25,25 to 30,4992.96,4786.71
30,30 to 35,4867.28,4468.29
35,35 to 40,4442.86,4090.25
40,40 to 45,3934.24,3560.42
45,45 to 50,3466.12,3152.03
5,5 to 10,3875.08,3443.73
50,50 to 55,2954,2783.62
55,55 to 60,2659.33,2308.22
60,60 to 65,1994.16,1743.29
65,65 to 70,1383.45,1219.57
70,70 to 75,932.95,941.35
75,75 to 80,676.26,667.35
80,80 and over,590.5,616.36
