class,age,male,female
0,0 to 1,1769.06,1547.65
1,1 to 5,6927.53,6050
10,10 to 15,10027.71,9627.37
15,15 to 20,9750.25,9631.98
20,20 to 25,9597.05,8784.61
25,25 to 30,9008.83,8616.34
30,30 to 35,8332.54,8434.58
35,35 to 40,7742.65,7859.23
40,40 to 45,7177.94,7058.6
45,45 to 50,6321.46,5963.82
5,5 to 10,9205.46,8274.42
50,50 to 55,5286.71,5619.64
55,55 to 60,4685.27,4665.58
60,60 to 65,4020.6,4117.05
65,65 to 70,2859.89,2800.66
70,70 to 75,1974.31,2180.02
75,75 to 80,1272.4,1283.52
80,80 and over,1049.67,1143.55
