class,age,male,female
0,0 to 1,946.35,875.87
1,1 to 5,3705.86,3423.92
10,10 to 15,4918.65,4677.61
15,15 to 20,5345.49,5367.72
20,20 to 25,5260.22,4938.57
25,25 to 30,5088.76,4687.74
30,30 to 35,4902.62,4586.11
35,35 to 40,4596.31,4278.38
40,40 to 45,4143.21,4056.36
45,45 to 50,3706.47,3560.85
5,5 to 10,4260.82,3945.26
50,50 to 55,3246.41,3278.87
55,55 to 60,2903.61,2836.86
60,60 to 65,2496.6,2455.76
65,65 to 70,1769.52,1837.57
70,70 to 75,1157.51,1282.84
75,75 to 80,649.53,806.58
80,80 and over,557.81,650.61
