class,age,male,female
0,0 to 1,590.02,550.26
1,1 to 5,2310.51,2151.05
10,10 to 15,2987.58,2873.5
15,15 to 20,2317.92,2485.5
20,20 to 25,2303.34,2529.18
25,25 to 30,2397.41,2356.53
30,30 to 35,2125.4,2104.49
35,35 to 40,2003.42,2024.59
40,40 to 45,1892.7,1913.55
45,45 to 50,1688.23,1640.06
5,5 to 10,3196.8,3010.33
50,50 to 55,1413.01,1499.5
55,55 to 60,1245.82,1348.83
60,60 to 65,1272.8,1319.29
65,65 to 70,733.13,766.2
70,70 to 75,377.83,497.45
75,75 to 80,218.81,276.56
80,80 and over,159.78,221.73
