class,age,male,female
0,0 to 1,1552.02,1357.79
1,1 to 5,6077.62,5307.83
10,10 to 15,8796.84,8444.66
15,15 to 20,8555.51,8450.5
20,20 to 25,8423.04,7709.93
25,25 to 30,7907.27,7562.86
30,30 to 35,7314.63,7402.59
35,35 to 40,6796.51,6897.38
40,40 to 45,6300.11,6194.29
45,45 to 50,5548.36,5234.04
5,5 to 10,8075.64,7258.73
50,50 to 55,4640.35,4931.3
55,55 to 60,4112.57,4094.08
60,60 to 65,3528.09,3611.66
65,65 to 70,2509.41,2456.92
70,70 to 75,1732.25,1912.41
75,75 to 80,1116.62,1126.33
80,80 and over,921.31,1003.6
