class,age,male,female
0,0 to 1,1141.81,1074.26
1,1 to 5,4471.29,4199.45
10,10 to 15,4862.43,4649.39
15,15 to 20,3921.91,4177.08
20,20 to 25,3923.54,4251.52
25,25 to 30,4224.82,3989.84
30,30 to 35,3902.96,3774.47
35,35 to 40,3629.34,3678.53
40,40 to 45,3387.86,3416.07
45,45 to 50,3116.83,2995.48
5,5 to 10,5746.45,5630.08
50,50 to 55,2526.38,2484.52
55,55 to 60,2034.11,2120.91
60,60 to 65,1842.98,2261.45
65,65 to 70,1209.79,1451.78
70,70 to 75,544.55,761.1
75,75 to 80,239.77,368
80,80 and over,172.79,265.48
