class,age,male,female
0,0 to 1,1462.78,1352.76
1,1 to 5,5728.18,5288.17
10,10 to 15,6990.86,6678.44
15,15 to 20,6987.14,6927.99
20,20 to 25,6709.79,6210.61
25,25 to 30,6437.5,6097.82
30,30 to 35,6259.41,6044.08
35,35 to 40,5974.46,5554.76
40,40 to 45,5370.97,5305.68
45,45 to 50,4830.8,4626.27
5,5 to 10,6637.78,6205.4
50,50 to 55,4215.18,4223.32
55,55 to 60,3772.56,3867.44
60,60 to 65,3518.06,3524.94
65,65 to 70,2423.2,2518.6
70,70 to 75,1520.11,1711.89
75,75 to 80,839.16,1080.42
80,80 and over,747.41,957.52
