class,age,male,female
0,0 to 1,358.44,327.38
1,1 to 5,1403.64,1279.8
10,10 to 15,1905.94,1813.35
15,15 to 20,2118.67,2082.34
20,20 to 25,2316.65,2127.68
25,25 to 30,2251,1990.34
30,30 to 35,2047.53,1829.28
35,35 to 40,1833.42,1658.67
40,40 to 45,1609.12,1541.45
45,45 to 50,1458.17,1377.2
5,5 to 10,1680.53,1554.17
50,50 to 55,1235.12,1219.88
55,55 to 60,1108.81,977.51
60,60 to 65,841.76,821.3
65,65 to 70,603.12,588.04
70,70 to 75,370.97,410.5
75,75 to 80,239.45,286.68
80,80 and over,211.05,236.24
