class,age,male,female
0,0 to 1,1345.09,1171.95
1,1 to 5,5267.32,4581.33
10,10 to 15,7077.67,6538.94
15,15 to 20,6657.54,6629.38
20,20 to 25,6822.22,6712.32
25,25 to 30,6805.95,6420.58
30,30 to 35,6623.4,6169.27
35,35 to 40,6035.91,5539.81
40,40 to 45,5323.05,4979.49
45,45 to 50,4708.91,4306.78
5,5 to 10,6456.16,5736.89
50,50 to 55,3979.72,3896.99
55,55 to 60,3584.29,3255.16
60,60 to 65,2957.67,2762.18
65,65 to 70,1985.5,1816.59
70,70 to 75,1310.23,1304.9
75,75 to 80,780.18,776.58
80,80 and over,692.87,661.76
