class,age,male,female
0,0 to 1,297.41,279.77
1,1 to 5,1164.66,1093.65
10,10 to 15,1229.22,1150.73
15,15 to 20,911.72,994.9
20,20 to 25,939.79,1010.09
25,25 to 30,1078.67,993.74
30,30 to 35,961.66,885.06
35,35 to 40,845.91,821.78
40,40 to 45,783.97,718.63
45,45 to 50,655.99,610.12
5,5 to 10,1471.49,1456.11
50,50 to 55,524.54,498.64
55,55 to 60,393.08,420.66
60,60 to 65,395.92,506.77
65,65 to 70,262.52,330.12
70,70 to 75,129.33,189.04
75,75 to 80,60.91,88.51
80,80 and over,47.18,80.06
