class,age,male,female
0,0 to 1,745.61,693.39
1,1 to 5,2919.76,2710.55
10,10 to 15,3695.56,3552
15,15 to 20,3208.46,3249.98
20,20 to 25,2897.52,3079.47
25,25 to 30,2930.05,2900.95
30,30 to 35,2679.57,2793.12
35,35 to 40,2575.8,2678.33
40,40 to 45,2350.33,2450.93
45,45 to 50,2103.38,2041.43
5,5 to 10,4063.84,3838.72
50,50 to 55,1667.03,1865.26
55,55 to 60,1399.44,1571.2
60,60 to 65,1227.55,1496.71
65,65 to 70,745.59,918.97
70,70 to 75,428.65,596.27
75,75 to 80,220.92,298.37
80,80 and over,162.8,246.66
