class,age,male,female
0,0 to 1,635.13,580.17
1,1 to 5,2487.13,2267.96
10,10 to 15,3292.44,3141.55
15,15 to 20,3316.74,3210.73
20,20 to 25,3374.6,3246.71
25,25 to 30,3330.59,3128.99
30,30 to 35,3092.22,2968.07
35,35 to 40,2913.17,2706.43
40,40 to 45,2581.02,2492.9
45,45 to 50,2366.68,2170.36
5,5 to 10,3169.25,2930.42
50,50 to 55,1899.69,1875.01
55,55 to 60,1678.33,1498.22
60,60 to 65,1220.43,1252.33
65,65 to 70,846.76,876.41
70,70 to 75,522.17,563.61
75,75 to 80,297.44,342.3
80,80 and over,237.23,265.95
