class,age,male,female
0,0 to 1,1080.36,1005.71
1,1 to 5,4230.64,3931.48
10,10 to 15,5251.04,4965.29
15,15 to 20,4420.68,4590.76
20,20 to 25,4213.74,4500.4
25,25 to 30,4382.75,4313.09
30,30 to 35,4017.38,4100.87
35,35 to 40,3805.51,3950.44
40,40 to 45,3549.31,3655.26
45,45 to 50,3157.15,3145.07
5,5 to 10,6038.61,5673.79
50,50 to 55,2586.84,2763.76
55,55 to 60,1999.9,2231.64
60,60 to 65,1701.79,2298.61
65,65 to 70,1166.59,1557.11
70,70 to 75,574.74,898.38
75,75 to 80,260.98,405.37
80,80 and over,201.34,332.26
