class,age,male,female
0,0 to 1,2637.23,2351.62
1,1 to 5,10327.25,9192.86
10,10 to 15,14818.98,13895.2
15,15 to 20,14366.73,14759.12
20,20 to 25,14532.63,14977.83
25,25 to 30,14613.18,14980.56
30,30 to 35,13645.37,13489.54
35,35 to 40,12241.88,12224.48
40,40 to 45,11219.06,11247.5
45,45 to 50,10173.78,10385.82
5,5 to 10,12876.92,11663.33
50,50 to 55,9249.95,9731.26
55,55 to 60,8505.79,8317.51
60,60 to 65,7149.52,6712.6
65,65 to 70,5480.47,5315.07
70,70 to 75,4021.24,4440.71
75,75 to 80,3290.68,3304.08
80,80 and over,2406.01,2558.93
