class,age,male,female
0,0 to 1,625.82,571.65
1,1 to 5,2450.7,2234.66
10,10 to 15,3241.72,3093.71
15,15 to 20,3252.47,3146.77
20,20 to 25,3298.1,3180.91
25,25 to 30,3258.46,3071.05
30,30 to 35,3028.01,2915.72
35,35 to 40,2859,2659.34
40,40 to 45,2534.52,2448.57
45,45 to 50,2325.65,2129.78
5,5 to 10,3131.18,2895.05
50,50 to 55,1862.63,1838.01
55,55 to 60,1644.28,1468.11
60,60 to 65,1193.13,1225.95
65,65 to 70,825.66,856.25
70,70 to 75,509.54,548.62
75,75 to 80,288.27,330.18
80,80 and over,228.34,255.51
