class,age,male,female
0,0 to 1,1075.67,977.87
1,1 to 5,4212.26,3822.66
10,10 to 15,5795.15,5392.16
15,15 to 20,5477.19,5246.34
20,20 to 25,5645.31,5296.89
25,25 to 30,5936.38,5601.67
30,30 to 35,5560.7,5061.94
35,35 to 40,4967.67,4556.38
40,40 to 45,4302.38,4033.97
45,45 to 50,3875.08,3609.71
5,5 to 10,5520.69,5082.53
50,50 to 55,3307.63,3228.47
55,55 to 60,2793.17,2599.95
60,60 to 65,2235.03,2149.72
65,65 to 70,1703.31,1601.14
70,70 to 75,1097.05,1199.75
75,75 to 80,791.71,824.96
80,80 and over,620.66,709.93
