class,age,male,female
0,0 to 1,964.5,807.62
1,1 to 5,3776.94,3157.11
10,10 to 15,5199.11,4724.13
15,15 to 20,5139.01,4712.24
20,20 to 25,5293.43,4684.43
25,25 to 30,5478.72,5067.63
30,30 to 35,5199.64,4859.12
35,35 to 40,4984.4,4445.62
40,40 to 45,4334.44,3868.1
45,45 to 50,3857.06,3504.77
5,5 to 10,4843.07,4076.57
50,50 to 55,3241.4,3352.75
55,55 to 60,3278.73,3048.38
60,60 to 65,2940.18,2570.78
65,65 to 70,2028.19,1803.55
70,70 to 75,1381.1,1336.17
75,75 to 80,995.54,921.05
80,80 and over,892.03,809.14
