class,age,male,female
0,0 to 1,4629.43,4229.67
1,1 to 5,18128.59,16534.48
10,10 to 15,23966.15,22867.86
15,15 to 20,24024.63,23244.22
20,20 to 25,24348.3,23490.19
25,25 to 30,24057.21,22671.13
30,30 to 35,22350.67,21522.21
35,35 to 40,21100.31,19630.48
40,40 to 45,18705.61,18075.39
45,45 to 50,17166.48,15723.32
5,5 to 10,23157.7,21413.77
50,50 to 55,13746.95,13568.92
55,55 to 60,12133.7,10837.99
60,60 to 65,8804.3,9052.58
65,65 to 70,6092.11,6321.17
70,70 to 75,3756.19,4047.08
75,75 to 80,2124.61,2434.4
80,80 and over,1682.34,1883.58
