class,age,male,female
0,0 to 1,990.02,926.45
1,1 to 5,3876.85,3621.65
10,10 to 15,5120.52,4852.44
15,15 to 20,4466.02,4335.91
20,20 to 25,4230.31,4349.19
25,25 to 30,4331.68,4217.66
30,30 to 35,4004.23,3930.15
35,35 to 40,3758.75,3753.72
40,40 to 45,3493.82,3570.63
45,45 to 50,3254.09,3185.38
5,5 to 10,5247.96,4833.13
50,50 to 55,2756.83,2864.84
55,55 to 60,2391.27,2335.1
60,60 to 65,1923.97,1950.46
65,65 to 70,1269.47,1301.9
70,70 to 75,732.49,907.7
75,75 to 80,435.09,547.54
80,80 and over,339.4,422.31
