class,age,male,female
0,0 to 1,2449.21,2235.75
1,1 to 5,9590.98,8739.89
10,10 to 15,13101.82,12311.51
15,15 to 20,14061.94,14002.23
20,20 to 25,14367.01,14165.5
25,25 to 30,14138.4,13319.66
30,30 to 35,13180.56,12377.98
35,35 to 40,12097.08,11465.04
40,40 to 45,11005.79,10834.04
45,45 to 50,10088.07,9651.4
5,5 to 10,11839.09,10718.29
50,50 to 55,8637.16,8789.35
55,55 to 60,7751.96,7230.08
60,60 to 65,6320.29,5912.97
65,65 to 70,4282.28,4124.35
70,70 to 75,2693.32,2970.47
75,75 to 80,1721.54,1818.86
80,80 and over,1354.57,1565.66
