class,age,male,female
0,0 to 1,479.2,448.62
1,1 to 5,1876.52,1753.73
10,10 to 15,2535.66,2407.14
15,15 to 20,2195.25,2115.38
20,20 to 25,2049.46,2102.55
25,25 to 30,2087.2,2042.99
30,30 to 35,1922.62,1908.58
35,35 to 40,1820.75,1841.51
40,40 to 45,1702.63,1754.04
45,45 to 50,1589.29,1569.65
5,5 to 10,2585.83,2371.91
50,50 to 55,1351.08,1412.98
55,55 to 60,1172.38,1149.91
60,60 to 65,943.2,960.75
65,65 to 70,624.96,646.56
70,70 to 75,360.24,449.65
75,75 to 80,214.17,272.25
80,80 and over,166.25,209.43
