class,age,male,female
0,0 to 1,824.45,758.79
1,1 to 5,3228.49,2966.23
10,10 to 15,4196.54,4040.39
15,15 to 20,4508.57,4501.57
20,20 to 25,4374.65,3906.42
25,25 to 30,4159.38,3645.69
30,30 to 35,3813.41,3482.71
35,35 to 40,3512.96,3162.58
40,40 to 45,3034.66,2911.8
45,45 to 50,2663.95,2530.27
5,5 to 10,3677.78,3411.54
50,50 to 55,2340.49,2433.9
55,55 to 60,2189.59,2252.98
60,60 to 65,2123.42,2021.62
65,65 to 70,1517.12,1404.6
70,70 to 75,913.78,945.11
75,75 to 80,510.79,567.08
80,80 and over,448.24,508.28
