class,age,male,female
0,0 to 1,1398.27,1165.73
1,1 to 5,5475.54,4557.04
10,10 to 15,7537.36,6836.28
15,15 to 20,7378.51,6737.12
20,20 to 25,7563.28,6664.51
25,25 to 30,7849.7,7251.01
30,30 to 35,7452.86,6978.68
35,35 to 40,7175.32,6382.86
40,40 to 45,6215.35,5541.33
45,45 to 50,5532.01,5027.01
5,5 to 10,7045.74,5902.96
50,50 to 55,4644.39,4835.57
55,55 to 60,4740.11,4428.96
60,60 to 65,4298.64,3748.92
65,65 to 70,2954.53,2614.06
70,70 to 75,2004.65,1925.16
75,75 to 80,1435.08,1319.45
80,80 and over,1298.59,1162.55
