class,age,male,female
0,0 to 1,867.08,811.75
1,1 to 5,3395.45,3173.27
10,10 to 15,4588.12,4355.6
15,15 to 20,3972.13,3827.65
20,20 to 25,3708.32,3804.41
25,25 to 30,3776.62,3696.62
30,30 to 35,3478.81,3453.42
35,35 to 40,3294.5,3332.07
40,40 to 45,3080.79,3173.82
45,45 to 50,2875.71,2840.19
5,5 to 10,4678.92,4291.84
50,50 to 55,2444.69,2556.7
55,55 to 60,2121.33,2080.69
60,60 to 65,1706.66,1738.41
65,65 to 70,1130.83,1169.9
70,70 to 75,651.82,813.62
75,75 to 80,387.52,492.62
80,80 and over,300.82,378.95
