class,age,male,female
0,0 to 1,1528.07,1427.47
1,1 to 5,5983.86,5580.21
10,10 to 15,7032.91,6598.2
15,15 to 20,6375.71,6428.83
20,20 to 25,6483.75,6734.21
25,25 to 30,6808.22,6463.22
30,30 to 35,6391.88,5949.07
35,35 to 40,5757.59,5400.04
40,40 to 45,5195.43,5099.78
45,45 to 50,4787.77,4476.22
5,5 to 10,7403.17,6963.57
50,50 to 55,3982.24,4004.28
55,55 to 60,3446.56,3289.96
60,60 to 65,2771.06,2746.12
65,65 to 70,1789.36,1753.51
70,70 to 75,1035.81,1235.8
75,75 to 80,611.87,729.18
80,80 and over,489.07,570.41
