class,age,male,female
0,0 to 1,1320.27,1242.15
1,1 to 5,5170.09,4855.77
10,10 to 15,5622.37,5376.03
15,15 to 20,4534.85,4829.9
20,20 to 25,4536.74,4915.98
25,25 to 30,4885.11,4613.4
30,30 to 35,4512.95,4364.37
35,35 to 40,4196.56,4253.43
40,40 to 45,3917.34,3949.95
45,45 to 50,3603.95,3463.64
5,5 to 10,6644.55,6509.98
50,50 to 55,2921.22,2872.82
55,55 to 60,2352.02,2452.38
60,60 to 65,2131.01,2614.88
65,65 to 70,1398.86,1678.67
70,70 to 75,629.65,880.05
75,75 to 80,277.25,425.52
80,80 and over,199.79,306.98
