class,age,male,female
0,0 to 1,1180.58,1032.83
1,1 to 5,4623.1,4037.48
10,10 to 15,6692.01,6424.85
15,15 to 20,6506.85,6427.92
20,20 to 25,6404.61,5862.43
25,25 to 30,6012.06,5750.13
30,30 to 35,5560.74,5628.83
35,35 to 40,5167.07,5244.88
40,40 to 45,4790.21,4710.57
45,45 to 50,4218.64,3979.96
5,5 to 10,6143.28,5521.95
50,50 to 55,3528.09,3750.28
55,55 to 60,3126.72,3113.58
60,60 to 65,2683.15,2747.52
65,65 to 70,1908.55,1869.02
70,70 to 75,1317.56,1454.84
75,75 to 80,849.14,856.56
80,80 and over,700.5,763.15
