class,age,male,female
0,0 to 1,766.21,713.63
1,1 to 5,3000.43,2789.7
10,10 to 15,3657.34,3463.26
15,15 to 20,3006.37,3165.93
20,20 to 25,2870.34,3112.15
25,25 to 30,3025.52,2969.83
30,30 to 35,2762.75,2817.4
35,35 to 40,2620.78,2714.89
40,40 to 45,2452.32,2529.79
45,45 to 50,2181.92,2182.61
5,5 to 10,4304.11,4048.99
50,50 to 55,1792.06,1892.44
55,55 to 60,1360.63,1500.07
60,60 to 65,1129.29,1566.12
65,65 to 70,767.28,1067.84
70,70 to 75,366.01,606.94
75,75 to 80,158.86,265.61
80,80 and over,129.22,217.67
