class,age,male,female
0,0 to 1,1911.92,1737.91
1,1 to 5,7486.99,6793.78
10,10 to 15,10538.49,9948.63
15,15 to 20,10041.59,10181.63
20,20 to 25,10145.18,9956.18
25,25 to 30,9956.97,9696.58
30,30 to 35,9308.98,8845.83
35,35 to 40,8300.18,7985.25
40,40 to 45,7461.34,7300.77
45,45 to 50,6726.08,6611.86
5,5 to 10,9344.38,8534.45
50,50 to 55,6091.85,5936.65
55,55 to 60,4996.98,4707.19
60,60 to 65,3908.25,3681.4
65,65 to 70,2962.56,2892.26
70,70 to 75,2239.04,2470.34
75,75 to 80,1596.8,1638.28
80,80 and over,1243.8,1381.87
