class,age,male,female
0,0 to 1,1147.36,1061.05
1,1 to 5,4492.99,4147.83
10,10 to 15,5480.81,5236.04
15,15 to 20,5475.17,5428.38
20,20 to 25,5257,4865.33
25,25 to 30,5043.34,4777.96
30,30 to 35,4904,4736.18
35,35 to 40,4681.25,4352.3
40,40 to 45,4208.24,4157.29
45,45 to 50,3785.11,3624.76
5,5 to 10,5206.64,4867.72
50,50 to 55,3302.67,3308.92
55,55 to 60,2955.94,3031.24
60,60 to 65,2758.02,2763.68
65,65 to 70,1899.39,1974.08
70,70 to 75,1191.17,1341.54
75,75 to 80,657.5,846.69
80,80 and over,585.76,750.82
