class,age,male,female
0,0 to 1,692,627.47
1,1 to 5,2709.84,2452.89
10,10 to 15,3705.14,3471.2
15,15 to 20,3865.09,3855
20,20 to 25,3927.89,3884.95
25,25 to 30,3886.76,3672.54
30,30 to 35,3640.96,3423.17
35,35 to 40,3339.78,3153.92
40,40 to 45,3024.63,2957.95
45,45 to 50,2757.68,2629.53
5,5 to 10,3342.36,3017.98
50,50 to 55,2357.83,2403.25
55,55 to 60,2132.82,1985.49
60,60 to 65,1748.73,1632.95
65,65 to 70,1175.95,1128.84
70,70 to 75,745.06,812.59
75,75 to 80,468.91,491.4
80,80 and over,375.18,421.37
