class,age,male,female
0,0 to 1,1589.72,1390.87
1,1 to 5,6225.26,5437.15
10,10 to 15,9009.6,8649.93
15,15 to 20,8759.2,8653.18
20,20 to 25,8620.81,7892.25
25,25 to 30,8093.03,7740.73
30,30 to 35,7485.4,7577.3
35,35 to 40,6955.73,7060.65
40,40 to 45,6448.31,6341.51
45,45 to 50,5678.99,5357.85
5,5 to 10,8272.79,7436.62
50,50 to 55,4749.13,5048.48
55,55 to 60,4208.63,4191.45
60,60 to 65,3611.65,3698.99
65,65 to 70,2568.62,2515.97
70,70 to 75,1772.99,1958.08
75,75 to 80,1142.49,1152.69
80,80 and over,942.45,1026.93
