class,age,male,female
0,0 to 1,1275.33,1179.41
1,1 to 5,4994.13,4610.49
10,10 to 15,6091.99,5819.9
15,15 to 20,6085.47,6033.44
20,20 to 25,5842.95,5407.73
25,25 to 30,5605.51,5310.75
30,30 to 35,5450.79,5264.4
35,35 to 40,5203.28,4837.72
40,40 to 45,4677.61,4621.02
45,45 to 50,4207.32,4029.1
5,5 to 10,5787.43,5410.73
50,50 to 55,3671.06,3677.95
55,55 to 60,3285.59,3369.29
60,60 to 65,3065.55,3071.9
65,65 to 70,2111.13,2194.26
70,70 to 75,1323.98,1491.18
75,75 to 80,730.81,941.15
80,80 and over,651.07,834.58
