class,age,male,female
0,0 to 1,871.14,776.31
1,1 to 5,3411.33,3034.7
10,10 to 15,4876.83,4586.55
15,15 to 20,4685.09,4840.35
20,20 to 25,4688.9,4870.26
25,25 to 30,4674.51,4834.81
30,30 to 35,4371.65,4365.5
35,35 to 40,3930.11,3957.37
40,40 to 45,3597.46,3627.09
45,45 to 50,3269.38,3360.17
5,5 to 10,4245.78,3849.93
50,50 to 55,2970.02,3140.97
55,55 to 60,2733.62,2690.44
60,60 to 65,2314.9,2183.24
65,65 to 70,1786.06,1731.19
70,70 to 75,1303.47,1438.05
75,75 to 80,1066.07,1072.66
80,80 and over,770.84,825.13
