class,age,male,female
0,0 to 1,1017.21,952.34
1,1 to 5,3983.33,3722.85
10,10 to 15,5380.55,5107.48
15,15 to 20,4657.78,4488.45
20,20 to 25,4347.89,4460.68
25,25 to 30,4427.8,4333.33
30,30 to 35,4078.16,4048.14
35,35 to 40,3861.73,3905.49
40,40 to 45,3610.81,3719.82
45,45 to 50,3370.6,3328.73
5,5 to 10,5487.25,5033.69
50,50 to 55,2864.83,2996.17
55,55 to 60,2485.79,2438.23
60,60 to 65,1999.46,2037.39
65,65 to 70,1324.88,1371.04
70,70 to 75,763.37,953
75,75 to 80,453.76,576.86
80,80 and over,352.18,443.72
