class,age,male,female
0,0 to 1,1246.75,1172.76
1,1 to 5,4882.2,4584.51
10,10 to 15,5152.05,4822.5
15,15 to 20,3819.51,4168.56
20,20 to 25,3937.81,4232.16
25,25 to 30,4521.26,4164.72
30,30 to 35,4030.04,3708
35,35 to 40,3543.87,3441.92
40,40 to 45,3284.27,3008.78
45,45 to 50,2746.52,2553.93
5,5 to 10,6167.87,6103.7
50,50 to 55,2195.97,2087.07
55,55 to 60,1644.85,1760.55
60,60 to 65,1657.88,2122.58
65,65 to 70,1099.35,1382.8
70,70 to 75,541.88,792.25
75,75 to 80,255.29,370.88
80,80 and over,197.82,335.82
