class,age,male,female
0,0 to 1,710.26,667.58
1,1 to 5,2781.34,2609.68
10,10 to 15,3060.37,2923.22
15,15 to 20,2473.53,2631.2
20,20 to 25,2462.12,2668.12
25,25 to 30,2645.28,2508.35
30,30 to 35,2440.82,2373.65
35,35 to 40,2274.38,2310.52
40,40 to 45,2123.6,2146.45
45,45 to 50,1946.98,1878.94
5,5 to 10,3615.16,3526.73
50,50 to 55,1580.27,1565.87
55,55 to 60,1264.9,1326.24
60,60 to 65,1136.66,1411.12
65,65 to 70,748.49,911.55
70,70 to 75,338.77,482.14
75,75 to 80,148.96,230.59
80,80 and over,108.68,168.71
