class,age,male,female
0,0 to 1,1673.57,1528.68
1,1 to 5,6553.6,5975.87
10,10 to 15,8670.19,8273.74
15,15 to 20,8701.65,8420.02
20,20 to 25,8824.04,8511.42
25,25 to 30,8717.84,8216.42
30,30 to 35,8101.39,7800.04
35,35 to 40,7648.17,7114.68
40,40 to 45,6780.98,6551.63
45,45 to 50,6222.14,5699.32
5,5 to 10,8372.11,7740.07
50,50 to 55,4984.99,4919.92
55,55 to 60,4401,3930.4
60,60 to 65,3195.53,3281.73
65,65 to 70,2211.07,2292.07
70,70 to 75,1364.68,1469.56
75,75 to 80,772.63,884.51
80,80 and over,611.98,684.96
