class,age,male,female
0,0 to 1,709.21,650.08
1,1 to 5,2777.25,2541.26
10,10 to 15,3654.97,3487.95
15,15 to 20,3634.58,3515.64
20,20 to 25,3657.59,3532.28
25,25 to 30,3605.37,3391.23
30,30 to 35,3344.72,3225.57
35,35 to 40,3162.65,2947.17
40,40 to 45,2805.9,2727.79
45,45 to 50,2589.51,2379.44
5,5 to 10,3540.62,3276.8
50,50 to 55,2076.5,2057.71
55,55 to 60,1837.7,1660.08
60,60 to 65,1345.55,1394.28
65,65 to 70,936.42,978.08
70,70 to 75,572.51,621.99
75,75 to 80,325.56,375.83
80,80 and over,256.93,290.97
