class,age,male,female
0,0 to 1,1252.43,1071.78
1,1 to 5,4904.44,4189.77
10,10 to 15,6715.09,6185.29
15,15 to 20,6401.64,6340.77
20,20 to 25,6631.39,6426.77
25,25 to 30,6521.46,6116.8
30,30 to 35,6411.02,5948.75
35,35 to 40,5848.24,5333.73
40,40 to 45,5132.4,4747.31
45,45 to 50,4504.83,4075.15
5,5 to 10,5999.16,5259.31
50,50 to 55,3812.22,3662
55,55 to 60,3410.72,3056.84
60,60 to 65,2807.41,2604.91
65,65 to 70,1917.01,1718.8
70,70 to 75,1290.25,1238
75,75 to 80,773.9,749.06
80,80 and over,700.27,649.42
