class,age,male,female
0,0 to 1,1194.98,1110.47
1,1 to 5,4679.5,4341.02
10,10 to 15,5895.52,5615.19
15,15 to 20,4916.92,4907.38
20,20 to 25,4630.09,4630.67
25,25 to 30,4807.96,4594.51
30,30 to 35,4780.08,4756.33
35,35 to 40,4673.81,4424.31
40,40 to 45,4176.02,4113.13
45,45 to 50,3715.03,3617.54
5,5 to 10,5844.82,5446.32
50,50 to 55,3210.75,3239.76
55,55 to 60,2731.87,2915.1
60,60 to 65,2533.97,2615.11
65,65 to 70,1625.22,1764.37
70,70 to 75,931.97,1209.63
75,75 to 80,516.15,740.59
80,80 and over,429.79,584.02
