class,age,male,female
0,0 to 1,1989.73,1911.45
1,1 to 5,7791.66,7472.18
10,10 to 15,8801.58,8394.41
15,15 to 20,6842.21,6981.64
20,20 to 25,6440.04,6958.02
25,25 to 30,7261.08,6746.13
30,30 to 35,6590.87,6351.31
35,35 to 40,6222.85,5937.71
40,40 to 45,5350.35,5193.16
45,45 to 50,4853.75,4720.81
5,5 to 10,9824.56,9614.53
50,50 to 55,4000.71,3903
55,55 to 60,3219.92,3407.98
60,60 to 65,2779.46,3116.69
65,65 to 70,1821.54,2181.9
70,70 to 75,978.68,1323.28
75,75 to 80,480.88,696.01
80,80 and over,377.19,557.78
