class,age,male,female
0,0 to 1,1557.12,1450.97
1,1 to 5,6097.58,5672.06
10,10 to 15,7178.52,6728.55
15,15 to 20,6559.26,6625.09
20,20 to 25,6723.2,6959.88
25,25 to 30,7039.51,6680.75
30,30 to 35,6606.46,6137.57
35,35 to 40,5941.51,5559.23
40,40 to 45,5350.53,5235.44
45,45 to 50,4917.9,4602.44
5,5 to 10,7513.76,7061.75
50,50 to 55,4103.64,4124.18
55,55 to 60,3558.85,3401.44
60,60 to 65,2873.77,2828.07
65,65 to 70,1861.72,1815.98
70,70 to 75,1097.96,1295.33
75,75 to 80,660.49,773.48
80,80 and over,529.21,608.15
