class,age,male,female
0,0 to 1,1466.94,1358.1
1,1 to 5,5744.45,5309.05
10,10 to 15,7859.88,7463.1
15,15 to 20,8776.85,8847.29
20,20 to 25,8700.7,8202.86
25,25 to 30,8437.7,7708.27
30,30 to 35,8106.98,7510.96
35,35 to 40,7559.62,7039.2
40,40 to 45,6820,6658.84
45,45 to 50,6091.09,5857.46
5,5 to 10,6584.77,6074.29
50,50 to 55,5341.21,5407.69
55,55 to 60,4776.26,4596.56
60,60 to 65,4001.19,3910.95
65,65 to 70,2862.98,2972.23
70,70 to 75,1897.79,2092.81
75,75 to 80,1070.26,1314.28
80,80 and over,908.84,1027.03
