class,age,male,female
0,0 to 1,1385.92,1161.23
1,1 to 5,5427.21,4539.45
10,10 to 15,7477.43,6773.11
15,15 to 20,7405.29,6761.05
20,20 to 25,7646.2,6762.38
25,25 to 30,7879.72,7307.45
30,30 to 35,7503.97,7013.12
35,35 to 40,7187.14,6414.56
40,40 to 45,6236.54,5568.34
45,45 to 50,5544.83,5038.97
5,5 to 10,6984.19,5881.27
50,50 to 55,4662.04,4808.19
55,55 to 60,4703.29,4367.06
60,60 to 65,4200.09,3662.11
65,65 to 70,2887.27,2551.58
70,70 to 75,1956.85,1884.83
75,75 to 80,1400.77,1294.47
80,80 and over,1265.87,1146.05
