class,age,male,female
0,0 to 1,1085.66,1012.62
1,1 to 5,4251.37,3958.49
10,10 to 15,5757.98,5451.89
15,15 to 20,5045.7,4857.27
20,20 to 25,4779.49,4838.89
25,25 to 30,4891.8,4760.78
30,30 to 35,4518.02,4425.53
35,35 to 40,4240.41,4228.19
40,40 to 45,3920.83,3987.31
45,45 to 50,3641.58,3567.97
5,5 to 10,5821.71,5342.58
50,50 to 55,3097.32,3208.83
55,55 to 60,2677.8,2607.93
60,60 to 65,2152.19,2175.91
65,65 to 70,1455,1484.5
70,70 to 75,853.15,1043.12
75,75 to 80,525.31,644.5
80,80 and over,408.6,505.61
