class,age,male,female
0,0 to 1,531.42,494.95
1,1 to 5,2081,1934.85
10,10 to 15,2536.56,2401.95
15,15 to 20,2085.07,2195.8
20,20 to 25,1990.74,2158.54
25,25 to 30,2098.38,2059.79
30,30 to 35,1916.04,1953.96
35,35 to 40,1817.54,1882.91
40,40 to 45,1700.76,1754.54
45,45 to 50,1513.23,1513.73
5,5 to 10,2985.4,2808.46
50,50 to 55,1242.81,1312.46
55,55 to 60,943.54,1040.26
60,60 to 65,783.05,1086.17
65,65 to 70,532.06,740.59
70,70 to 75,253.76,420.89
75,75 to 80,110.11,184.14
80,80 and over,89.57,150.91
