class,age,male,female
0,0 to 1,541.2,463.15
1,1 to 5,2119.3,1810.55
10,10 to 15,2901.72,2672.81
15,15 to 20,2766.45,2740.16
20,20 to 25,2865.72,2777.32
25,25 to 30,2818.21,2643.34
30,30 to 35,2770.4,2570.65
35,35 to 40,2527.21,2304.93
40,40 to 45,2217.92,2051.58
45,45 to 50,1946.77,1761.14
5,5 to 10,2592.36,2272.7
50,50 to 55,1647.47,1582.6
55,55 to 60,1473.96,1321.06
60,60 to 65,1213.23,1125.72
65,65 to 70,828.43,742.81
70,70 to 75,557.56,535.02
75,75 to 80,334.44,323.72
80,80 and over,302.6,280.66
