class,age,male,female
0,0 to 1,1393.24,1301.07
1,1 to 5,5455.84,5086.08
10,10 to 15,6383.2,5987.86
15,15 to 20,5802.3,5862.07
20,20 to 25,5926.97,6158.14
25,25 to 30,6232.6,5914.12
30,30 to 35,5859.39,5441.03
35,35 to 40,5269.85,4928.85
40,40 to 45,4751.26,4654.39
45,45 to 50,4375.05,4082.22
5,5 to 10,6728.08,6333.35
50,50 to 55,3639.56,3653
55,55 to 60,3150.43,3003.37
60,60 to 65,2535.77,2504.99
65,65 to 70,1635.41,1596.16
70,70 to 75,948.98,1129.18
75,75 to 80,560.97,666.56
80,80 and over,449.3,522.03
