class,age,male,female
0,0 to 1,1885.23,1799.71
1,1 to 5,7382.44,7035.37
10,10 to 15,8241.14,7866.05
15,15 to 20,6481.58,6704.53
20,20 to 25,6222.93,6732.18
25,25 to 30,6911.75,6451.85
30,30 to 35,6303.78,6079.31
35,35 to 40,5920.22,5759.81
40,40 to 45,5226.23,5140.3
45,45 to 50,4765.36,4617.5
5,5 to 10,9367.24,9170.96
50,50 to 55,3903.96,3819.38
55,55 to 60,3141.25,3307.81
60,60 to 65,2751.48,3186.94
65,65 to 70,1803.62,2164.32
70,70 to 75,914.6,1249.82
75,75 to 80,434.57,639.74
80,80 and over,332.76,497.9
