class,age,male,female
0,0 to 1,1517.99,1339.99
1,1 to 5,5944.37,5238.25
10,10 to 15,7867.98,7272.32
15,15 to 20,7888.03,7858.45
20,20 to 25,8423.92,8214.71
25,25 to 30,8259.35,7878.89
30,30 to 35,7619.77,7142.53
35,35 to 40,6903.48,6455.3
40,40 to 45,6070.24,5799.91
45,45 to 50,5387.01,5287.44
5,5 to 10,7203.1,6520.36
50,50 to 55,4738.49,4870.82
55,55 to 60,4284.32,4227.34
60,60 to 65,3648.79,3368.21
65,65 to 70,2531.89,2424.05
70,70 to 75,1821.29,1905.68
75,75 to 80,1292.69,1289.25
80,80 and over,1038.12,1052.68
