class,age,male,female
0,0 to 1,1111.55,1011.74
1,1 to 5,4352.78,3955.03
10,10 to 15,5982.6,5570.27
15,15 to 20,5634.56,5394.82
20,20 to 25,5788.33,5445.68
25,25 to 30,6084.72,5746.91
30,30 to 35,5696.64,5198.64
35,35 to 40,5099.12,4691.15
40,40 to 45,4426.61,4163.71
45,45 to 50,3992.29,3725.35
5,5 to 10,5719.89,5265.51
50,50 to 55,3404.98,3332.68
55,55 to 60,2879.42,2685.55
60,60 to 65,2305.15,2222.79
65,65 to 70,1747.87,1648.02
70,70 to 75,1119.63,1229.65
75,75 to 80,803.78,842.4
80,80 and over,630,722.69
