class,age,male,female
0,0 to 1,713.36,685.49
1,1 to 5,2793.48,2679.67
10,10 to 15,3151.49,3005.66
15,15 to 20,2446.53,2497.17
20,20 to 25,2302.67,2490.62
25,25 to 30,2599.68,2414.57
30,30 to 35,2357.24,2270.65
35,35 to 40,2224.98,2123.18
40,40 to 45,1912.25,1855.48
45,45 to 50,1735.29,1687.85
5,5 to 10,3523.17,3449.43
50,50 to 55,1429.8,1394.04
55,55 to 60,1149.79,1216.88
60,60 to 65,991.91,1113.38
65,65 to 70,650.01,779.54
70,70 to 75,348.87,471.99
75,75 to 80,171,247.56
80,80 and over,133.99,198.39
