class,age,male,female
0,0 to 1,1054.05,937.96
1,1 to 5,4127.62,3666.64
10,10 to 15,5504.74,5085.82
15,15 to 20,5501.01,5526.56
20,20 to 25,5949.26,5802.28
25,25 to 30,5803.45,5524.34
30,30 to 35,5283.55,4954.22
35,35 to 40,4752.95,4484.92
40,40 to 45,4195.41,4025.61
45,45 to 50,3731.77,3689.13
5,5 to 10,5019.88,4556.88
50,50 to 55,3290.48,3385.3
55,55 to 60,2947.6,2940.53
60,60 to 65,2509.48,2320.48
65,65 to 70,1742.38,1686.76
70,70 to 75,1272.1,1350.32
75,75 to 80,921.17,928.15
80,80 and over,740.58,761.98
