class,age,male,female
0,0 to 1,486.84,456.72
1,1 to 5,1906.46,1785.4
10,10 to 15,2535.03,2398.42
15,15 to 20,2186.59,2109.01
20,20 to 25,2030.01,2085.43
25,25 to 30,2063.95,2005.93
30,30 to 35,1890.82,1871.82
35,35 to 40,1783.19,1797.52
40,40 to 45,1658.65,1708.15
45,45 to 50,1551.38,1527.35
5,5 to 10,2589.8,2383.83
50,50 to 55,1306.89,1368.35
55,55 to 60,1131.65,1111.26
60,60 to 65,901.85,933.87
65,65 to 70,598.37,627.18
70,70 to 75,338.59,425.49
75,75 to 80,199.68,254.52
80,80 and over,153.8,195.1
