class,age,male,female
0,0 to 1,2101.82,1867.92
1,1 to 5,8230.63,7301.99
10,10 to 15,11009.48,10176.69
15,15 to 20,11107.85,11107.2
20,20 to 25,12011.84,11651.63
25,25 to 30,11754.16,11172.16
30,30 to 35,10744.52,10049.53
35,35 to 40,9685.24,9110.12
40,40 to 45,8573,8170.2
45,45 to 50,7622.94,7468.95
5,5 to 10,10016.04,9075.53
50,50 to 55,6695.09,6842.97
55,55 to 60,6014.99,5921.38
60,60 to 65,5076.12,4682.98
65,65 to 70,3540.13,3418.65
70,70 to 75,2578.66,2733.79
75,75 to 80,1882.07,1891.52
80,80 and over,1511.31,1558.63
