class,age,male,female
0,0 to 1,821.75,765.52
1,1 to 5,3217.91,2992.56
10,10 to 15,3782.8,3546.29
15,15 to 20,3444.4,3477.67
20,20 to 25,3520.53,3649.09
25,25 to 30,3693.61,3503.4
30,30 to 35,3477.83,3229.2
35,35 to 40,3129.3,2923.97
40,40 to 45,2818.58,2755.62
45,45 to 50,2591.16,2415.13
5,5 to 10,3966.85,3726.87
50,50 to 55,2156.73,2161.47
55,55 to 60,1868.98,1777.98
60,60 to 65,1505.52,1483.99
65,65 to 70,972.95,946.64
70,70 to 75,567.96,670.12
75,75 to 80,335.95,395.91
80,80 and over,270.61,311.26
