class,age,male,female
0,0 to 1,1489.71,1257.11
1,1 to 5,5833.64,4914.26
10,10 to 15,7535.06,6970.11
15,15 to 20,7688.8,7346.42
20,20 to 25,7724.04,7493.58
25,25 to 30,7736.57,7450.72
30,30 to 35,7627.71,7138.06
35,35 to 40,7140.44,6398.22
40,40 to 45,6162.59,5752.9
45,45 to 50,5395.74,5108.24
5,5 to 10,6945.03,6168.17
50,50 to 55,4696.66,4792.3
55,55 to 60,4435.09,4145.12
60,60 to 65,3785.59,3456.63
65,65 to 70,2626.91,2380
70,70 to 75,1776.34,1711.22
75,75 to 80,1136.89,1061.44
80,80 and over,914.75,844.57
