class,age,male,female
0,0 to 1,416.9,392.08
1,1 to 5,1632.55,1532.69
10,10 to 15,1799.36,1716.68
15,15 to 20,1470.19,1555.48
20,20 to 25,1472.08,1582.34
25,25 to 30,1575.87,1492.71
30,30 to 35,1460.64,1415.06
35,35 to 40,1359.89,1379.93
40,40 to 45,1268.33,1278.19
45,45 to 50,1164.14,1121.33
5,5 to 10,2102.09,2055.07
50,50 to 55,946.11,937.95
55,55 to 60,764.11,804.68
60,60 to 65,696.65,852.58
65,65 to 70,459.83,547.52
70,70 to 75,207.56,286.83
75,75 to 80,92.17,139.03
80,80 and over,65.63,101.07
